
,providerId,locationId,organisationType,type,name,region,postalCode,onspdLatitude,onspdLongitude,rating_overall,reportDate,rating_caring,rating_effective,rating_responsive,rating_safe,rating_wellled,URL,Location_type,Location_subtype,Report_URL,Corpus_duplication_check
1921,RN7,RN7QM,Location,NHS Healthcare Organisation,Queen Mary's Hospital,London,DA14 6LT,51.419041,0.101687,Good,3/28/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RN7QM,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1400.pdf,included
1922,RNA,RNA01,Location,NHS Healthcare Organisation,Russells Hall Hospital,West Midlands,DY1 2HQ,52.502944,-2.118518,Requires improvement,7/12/2019,Good,Good,Requires improvement,Inadequate,Requires improvement,http://www.cqc.org.uk/location/RNA01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0742.pdf,included
1923,RNA,RNA04,Location,NHS Healthcare Organisation,Corbett Hospital,West Midlands,DY8 4HZ,52.464863,-2.149516,Inadequate,7/12/2019,Good,Good,Good,Inadequate,Inadequate,http://www.cqc.org.uk/location/RNA04,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0743.pdf,excluded
1925,RNN,RNNX2,Location,NHS Healthcare Organisation,West Cumberland Hospital,North West,CA28 8JG,54.530195,-3.563175,Requires improvement,11/22/2018,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RNNX2,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7172.pdf,included
1926,RNQ,RNQ51,Location,NHS Healthcare Organisation,Kettering General Hospital,East Midlands,NN16 8UZ,52.402783,-0.741293,Requires improvement,5/22/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RNQ51,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0842.pdf,excluded
1927,RNS,RNS01,Location,NHS Healthcare Organisation,Northampton General Hospital,East Midlands,NN1 5BD,52.236068,-0.883829,Requires improvement,10/24/2019,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RNS01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7097.pdf,excluded
1928,RNU,RNUX3,Location,NHS Healthcare Organisation,Oxford Health NHS Foundation Trust HQ,South East,OX3 7JX,51.750841,-1.22232,Good,10/24/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RNUX3,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6696.pdf,included
1930,RNZ,RNZ02,Location,NHS Healthcare Organisation,Salisbury District Hospital,South West,SP2 8BJ,51.043946,-1.789823,Good,3/1/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RNZ02,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0268.pdf,included
1931,RP4,RP401,Location,NHS Healthcare Organisation,Great Ormond Street Hospital,London,WC1N 3JH,51.52221,-0.119924,Good,1/22/2020,Outstanding,Outstanding,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RP401,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ9244.pdf,excluded
1932,RP5,RP5BA,Location,NHS Healthcare Organisation,Bassetlaw District General Hospital,East Midlands,S81 0BD,53.316574,-1.110284,Requires improvement,3/14/2019,Good,Requires improvement,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RP5BA,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9828.pdf,included
1933,RP5,RP5DR,Location,NHS Healthcare Organisation,Doncaster Royal Infirmary,Yorkshire & Humberside,DN2 5LT,53.530806,-1.109062,Requires improvement,3/14/2019,Good,Requires improvement,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RP5DR,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9827.pdf,included
1934,RP5,RP5MM,Location,NHS Healthcare Organisation,"Montagu Hospital, Mexborough",Yorkshire & Humberside,S64 0AZ,53.499814,-1.284946,Good,10/23/2015,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RP5MM,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAD5068.pdf,included
1936,RP6,RP601,Location,NHS Healthcare Organisation,Moorfields Eye Hospital,London,EC1V 2PD,51.527246,-0.089889,Outstanding,3/12/2019,Outstanding,Outstanding,Good,Good,Good,http://www.cqc.org.uk/location/RP601,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9690.pdf,excluded
1937,RP6,RP604,Location,NHS Healthcare Organisation,Moorfields at St George's,London,SW17 0QT,51.426682,-0.175694,Good,3/12/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RP604,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9688.pdf,excluded
1938,RP6,RP616,Location,NHS Healthcare Organisation,Moorfields at Bedford,East,MK42 9DJ,52.128265,-0.472495,Good,3/12/2019,Good,Outstanding,Requires improvement,Good,Good,http://www.cqc.org.uk/location/RP616,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9689.pdf,excluded
1939,RPA,RPA02,Location,NHS Healthcare Organisation,Medway Maritime Hospital,South East,ME7 5NY,51.379862,0.542062,Requires improvement,7/26/2018,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RPA02,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2523.pdf,included
1940,RPC,RPC04,Location,NHS Healthcare Organisation,The Queen Victoria Hospital (East Grinstead),South East,RH19 3DZ,51.135073,-0.0029,Good,5/23/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/RPC04,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0863.pdf,excluded
1941,RPY,RPY01,Location,NHS Healthcare Organisation,The Royal Marsden - London,London,SW3 6JJ,51.490561,-0.172565,Outstanding,1/16/2020,Outstanding,Outstanding,Outstanding,Good,Outstanding,http://www.cqc.org.uk/location/RPY01,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6203.pdf,excluded
1942,RPY,RPY02,Location,NHS Healthcare Organisation,The Royal Marsden - Sutton,London,SM2 5PT,51.343477,-0.191089,Outstanding,1/16/2020,Outstanding,Outstanding,Good,Good,Outstanding,http://www.cqc.org.uk/location/RPY02,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6204.pdf,excluded
1943,RQ3,RQ301,Location,NHS Healthcare Organisation,Birmingham Children's Hospital,West Midlands,B4 6NH,52.484895,-1.893754,Outstanding,11/14/2019,Outstanding,Outstanding,Outstanding,Good,Good,http://www.cqc.org.uk/location/RQ301,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3617.pdf,excluded
1944,RQ3,RQ370,Location,NHS Healthcare Organisation,Birmingham Women's Hospital,West Midlands,B15 2TG,52.45323,-1.942905,Good,11/14/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RQ370,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3616.pdf,excluded
1945,RQ8,RQ8L0,Location,NHS Healthcare Organisation,Broomfield Hospital,East,CM1 7ET,51.774654,0.465993,Requires improvement,1/30/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RQ8L0,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4234.pdf,included
1946,RQ8,RQ8RR,Location,NHS Healthcare Organisation,Braintree Community Hospital,East,CM7 2AL,51.878904,0.541061,Good,4/16/2015,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RQ8RR,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAB9413.pdf,included
1947,RQM,RQM01,Location,NHS Healthcare Organisation,Chelsea and Westminster Hospital,London,SW10 9NH,51.484308,-0.181644,Outstanding,1/31/2020,Outstanding,Good,Outstanding,Good,Good,http://www.cqc.org.uk/location/RQM01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7438.pdf,excluded
1948,RQM,RQM91,Location,NHS Healthcare Organisation,Chelsea and Westminster Hospital,London,TW7 6AF,51.473648,-0.324434,Good,1/31/2020,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RQM91,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7437.pdf,excluded
1949,RQW,RQWG0,Location,NHS Healthcare Organisation,The Princess Alexandra Hospital,East,CM20 1QX,51.771529,0.085457,Requires improvement,7/31/2019,Requires improvement,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RQWG0,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1586.pdf,excluded
1951,RQX,RQXM1,Location,NHS Healthcare Organisation,Homerton University Hospital,London,E9 6SR,51.550634,-0.046099,Good,8/10/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RQXM1,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2636.pdf,excluded
1952,RR7,RR7EN,Location,NHS Healthcare Organisation,Queen Elizabeth Hospital,North East,NE9 6SX,54.93938,-1.580781,Outstanding,8/14/2019,Outstanding,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/RR7EN,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2892.pdf,excluded
1953,RR8,RR801,Location,NHS Healthcare Organisation,Leeds General Infirmary,Yorkshire & Humberside,LS1 3EX,53.801445,-1.551744,Good,2/15/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RR801,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1454.pdf,excluded
1954,RR8,RR802,Location,NHS Healthcare Organisation,Leeds Dental Institute,Yorkshire & Humberside,LS2 9LU,53.803374,-1.555716,Outstanding,2/15/2019,Good,Outstanding,Good,Good,Outstanding,http://www.cqc.org.uk/location/RR802,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1456.pdf,excluded
1955,RR8,RR807,Location,NHS Healthcare Organisation,Wharfedale Hospital,Yorkshire & Humberside,LS21 2LY,53.914372,-1.700604,Good,9/27/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RR807,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF8350.pdf,included
1956,RR8,RR813,Location,NHS Healthcare Organisation,St James's University Hospital,Yorkshire & Humberside,LS9 7TF,53.806869,-1.520359,Requires improvement,2/15/2019,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RR813,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1455.pdf,excluded
1957,RR8,RR819,Location,NHS Healthcare Organisation,Chapel Allerton Hospital,Yorkshire & Humberside,LS7 4SA,53.822636,-1.52981,Good,2/15/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RR819,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1453.pdf,excluded
1958,RRE,RRES3,Location,NHS Healthcare Organisation,Home First – Newcastle,West Midlands,ST5 1QG,53.010128,-2.227616,Good,7/10/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RRES3,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-5801196321.pdf,included
1959,RRE,RRES6,Location,NHS Healthcare Organisation,Home First – South Staffordshire,West Midlands,WV7 3AU,52.617495,-2.244237,Good,7/17/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RRES6,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-5850646581.pdf,included
1960,RRE,RREU1,Location,NHS Healthcare Organisation,Home First – Moorlands,West Midlands,ST13 6HQ,53.107102,-2.024083,Requires improvement,8/3/2019,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RREU1,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-5843015691.pdf,included
1961,RRE,RREU2,Location,NHS Healthcare Organisation,Home First – Stafford,West Midlands,ST16 2ST,52.812881,-2.125722,Requires improvement,8/7/2019,Requires improvement,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RREU2,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-5895673531.pdf,included
1962,RRE,RREU3,Location,NHS Healthcare Organisation,Home First – East Staffs,West Midlands,DE14 2WF,52.795472,-1.669091,Good,6/5/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RREU3,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-6605150421.pdf,included
1963,RRE,RREU4,Location,NHS Healthcare Organisation,Home First – Lichfield & Tamworth,West Midlands,B78 3HF,52.627359,-1.707922,Good,7/3/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RREU4,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-6947391006.pdf,included
1964,RRE,RREU5,Location,NHS Healthcare Organisation,Home First – Cannock,West Midlands,WS11 1BG,52.692278,-2.029069,Good,8/8/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RREU5,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-6572412361.pdf,included
1965,RRE,RREU6,Location,NHS Healthcare Organisation,Home First – Stoke,West Midlands,ST3 4QX,52.977948,-2.122332,Requires improvement,12/12/2018,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RREU6,NHS Healthcare Organisation,Community based adult social care services,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-5895319271.pdf,included
1966,RRF,RRF01,Location,NHS Healthcare Organisation,Leigh Infirmary,North West,WN7 1HS,53.504428,-2.512253,Good,3/9/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RRF01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1167.pdf,excluded
1967,RRF,RRF02,Location,NHS Healthcare Organisation,Royal Albert Edward Infirmary,North West,WN1 2NN,53.55774,-2.629091,Good,3/9/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RRF02,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1166.pdf,included
1968,RRF,RRF53,Location,NHS Healthcare Organisation,Wrightington Hospital,North West,WN6 9EP,53.589824,-2.711509,Good,6/22/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RRF53,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAE9885.pdf,included
1971,RRJ,RRJ05,Location,NHS Healthcare Organisation,The Royal Orthopaedic Hospital,West Midlands,B31 2AP,52.421134,-1.960827,Good,12/20/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RRJ05,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6725.pdf,excluded
1972,RRK,RRK15,Location,NHS Healthcare Organisation,Queen Elizabeth Hospital Birmingham,West Midlands,B15 2GW,52.453198,-1.93847,Good,2/13/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RRK15,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7535.pdf,excluded
1977,RRV,RRV03,Location,NHS Healthcare Organisation,University College Hospital & Elizabeth Garrett Anderson Wing,London,NW1 2BU,51.524891,-0.136911,Requires improvement,12/11/2018,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RRV03,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6426.pdf,excluded
1978,RRV,RRVNC,Location,NHS Healthcare Organisation,Sir William Gowers Centre,South East,SL9 0RJ,51.62127,-0.551146,Good,12/11/2018,Outstanding,Good,Outstanding,Requires improvement,Good,http://www.cqc.org.uk/location/RRVNC,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6424.pdf,excluded
